SN,Region,Site ID,Site Class,Snag Category,Sub Category,Remarks,Snag Opened By,Snag Severity,Visit Date,Closing Date,Status,SnagFlag,Open Month,Closed Month
116397,DXB,DXB1770,Class C,OTHERS,PLANTATION,tree brancheches and herbs removed,Muhammad Altaf Qureshi,MINOR,24/06/2026,24/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
116398,DXB,DXB1770,Class C,POWER METER,POWER METER - OTHERS,hazard sticker installed on power meter,Muhammad Altaf Qureshi,MINOR,24/06/2026,24/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
19856,DXB,DXB1770,Class C,SHELTER,SITE ID DAMAGED,DU STICKER REPLACED,Manoj Kumar,MINOR,21/03/2025,21/03/2025,Closed,CLOSED_UNIQUE,March-25,March-25
59398,DXB,DXB1772,Class C,BATTERY,TEMPERATURE SENSOR,T-COMP SENSOR MISSING IN VERTIV PS-1,Nitin Kumar Kanwar Pal Singh,MAJOR,17/09/2025,,Open,KEEP_OPEN,September-25,
59393,DXB,DXB1772,Class C,SHELTER,SITE ID DAMAGED,DU STICKER CHANGED ON DELTA PS,Nitin Kumar Kanwar Pal Singh,MINOR,17/09/2025,17/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
117452,DXB,DXB1773,Class A,AIR CONDITIONING,AIR CONDITIONING - OTHERS,THERMOSTAT INSTALLED,Sachin George Varghese,MINOR,27/06/2026,27/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
28120,DXB,DXB1773,Class A,SHELTER,INTERNAL LIGHTING BULB FAULTY,IN SIDE ROOM TUBE LIGHT NOT WORKING NEED TO REPLACE FULL SET,Sachin George Varghese,MINOR,17/05/2025,20/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
57116,DXB,DXB1773,Class A,SHELTER,SHELTER - OTHERS,Roxtec refilled with foam spray,Muhammad Altaf Qureshi,MINOR,11/09/2025,11/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
42998,DXB,DXB1773,Class A,SHELTER,SITE ID DAMAGED,DU STICKER REPLACED,Vishnumon Thyagarajan,MINOR,19/07/2025,19/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
116392,DXB,DXB1774,Class C,MDB,MDB - OTHERS,hazard sticker installed on power meter,Muhammad Altaf Qureshi,MINOR,24/06/2026,24/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
116390,DXB,DXB1774,Class C,OTHERS,PLANTATION,hebs and garbage emoved around the equipment,Muhammad Altaf Qureshi,MINOR,24/06/2026,24/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
116393,DXB,DXB1774,Class C,SHELTER,SITE ID DAMAGED,du id placed on rectifier,Muhammad Altaf Qureshi,MINOR,24/06/2026,24/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
116391,DXB,DXB1774,Class C,TI,TI - OTHERS,bts hole refilled with foam spray,Muhammad Altaf Qureshi,MINOR,24/06/2026,24/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
24924,DXB,DXB1775,Class A,AIR CONDITIONING,AC CAPACITOR FAULTY,ACU 2 IN CAPICITOR REPLACED,Jagdish Kamboj,MAJOR,26/04/2025,26/04/2025,Closed,CLOSED_UNIQUE,April-25,April-25
24922,DXB,DXB1775,Class A,AIR CONDITIONING,AC CONTACTOR FAULTY,ACU2 IN 3 POLE CONTECTOR HAS BEEN REPLACED,Jagdish Kamboj,MAJOR,26/04/2025,26/04/2025,Closed,CLOSED_UNIQUE,April-25,April-25
122808,DXB,DXB1775,Class A,AIR CONDITIONING,AC FAN FAULTY,ac 1 condensor motor fan blade found broken,Muhammad Altaf Qureshi,MAJOR,16/07/2026,21/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
24923,DXB,DXB1775,Class A,AIR CONDITIONING,AC RELAY FAULTY,ACU2 IN TIMER RELAY FOUND FAULTY/REPLACED,Jagdish Kamboj,MAJOR,26/04/2025,26/04/2025,Closed,CLOSED_UNIQUE,April-25,April-25
57666,DXB,DXB1775,Class A,AIR CONDITIONING,AIR CONDITIONING - OTHERS,ACU1 LAC SWITCH FOUND CUTT(BYPASS) CONNECTED WORKING FINE,Mohandass Paulraj,MINOR,12/09/2025,12/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
76794,DXB,DXB1775,Class A,BATTERY,AGED BATTERY,BOTH PS BATTERIES FOUND AGED,Vishnumon Thyagarajan,MAJOR,22/11/2025,07/08/2026,Closed,CLOSED_UNIQUE,November-25,August-26
90082,DXB,DXB1775,Class A,BATTERY,BATTERY FAULTY,"VERTIV NETSURE 531 (PS1- OUTDOOR ) BATTERY STRING 2 BATTERY#2 FAULTY, DISCONNECTED",Vishnumon Thyagarajan,MAJOR,26/01/2026,15/04/2026,Closed,CLOSED_UNIQUE,January-26,April-26
129105,DXB,DXB1775,Class A,BATTERY,LOW CAPACITY,"VERTIV OD RECTIFIER IN BACK UP FOUND LOW,",Jagdish Kumar Veer Chand,MAJOR,07/08/2026,,Open,KEEP_OPEN,August-26,
100489,DXB,DXB1775,Class A,BATTERY,TEMPERATURE SENSOR,"PS2 INDOOR VERTIV PS TEMP CABLE AND T1 AND T2 CABLES FOUND MISSING, INSTALLED NEW SENSOR BUT NOT WORKING, NEED TO CHECK",Mohandass Paulraj,MAJOR,15/04/2026,07/08/2026,Closed,CLOSED_UNIQUE,April-26,August-26
76795,DXB,DXB1775,Class A,BATTERY,WEAK BATTERY,VERTIV PS1 HAVE BATTERY STRING 3 WEAK,Vishnumon Thyagarajan,MAJOR,22/11/2025,07/08/2026,Closed,CLOSED_UNIQUE,November-25,August-26
38284,DXB,DXB1775,Class A,CIVIL,BOUNDARY WALL DAMAGED,BOUNDARY WALL HAVE DAMAGE NEED TO REPAIR,Sachin George Varghese,MINOR,03/07/2025,13/09/2025,Closed,CLOSED_UNIQUE,July-25,September-25
129099,DXB,DXB1775,Class A,CIVIL,BOUNDARY WALL PAINT WORK,BOUNDARY WALL NEED TO REPAINT,Jagdish Kumar Veer Chand,MINOR,07/08/2026,,Open,KEEP_OPEN,August-26,
90081,DXB,DXB1775,Class A,CIVIL,MAIN GATE FOUNDATION AND STOPPER NEED REPAIRING,MAIN GATE FOUNDATION NEEDS EPOXY COATING,Vishnumon Thyagarajan,MAJOR,26/01/2026,15/04/2026,Closed,CLOSED_UNIQUE,January-26,April-26
129104,DXB,DXB1775,Class A,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,"MAIN GATE FOUND RUSTED(MINOR) NEAR LOCK, NEED TO REPAIR",Jagdish Kumar Veer Chand,MINOR,07/08/2026,,Open,KEEP_OPEN,August-26,
76792,DXB,DXB1775,Class A,CIVIL,SHELTER BASE NEEDS REPAIRING,SITE FOUNDATION NEEDS EPOXY COATING,Vishnumon Thyagarajan,MINOR,22/11/2025,15/04/2026,Closed,CLOSED_UNIQUE,November-25,April-26
57660,DXB,DXB1775,Class A,CIVIL,SHELTER PADLOCK HOOK IS CUT,SHELTER PADLOCK HOOK FOUND CUTT,Mohandass Paulraj,MAJOR,12/09/2025,17/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
129101,DXB,DXB1775,Class A,CIVIL,SHELTER SUNSHADE FOUNDATION NEEDS REPAIRING,O/D BTS FOUNDATION NEED TO REPAINT,Jagdish Kumar Veer Chand,MINOR,07/08/2026,,Open,KEEP_OPEN,August-26,
129100,DXB,DXB1775,Class A,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MONOPOLE FOUNDATION NEED RO REPAINT,Jagdish Kumar Veer Chand,MINOR,07/08/2026,,Open,KEEP_OPEN,August-26,
10215,DXB,DXB1775,Class A,DC SYSTEM,AIR FILTER DAMAGED,VERTIV PS IN AIR FILTER FOUND DAMEGED/REPLACED,Jagdish Kamboj,MINOR,13/01/2025,13/01/2025,Closed,CLOSED_UNIQUE,January-25,January-25
10216,DXB,DXB1775,Class A,DC SYSTEM,RECTIFIER MODULE FAULTY,VERTIV PS IN 1 NOS REC.MODULE FOUND FAULTY/RECOVERED,Jagdish Kamboj,MINOR,13/01/2025,13/01/2025,Closed,CLOSED_UNIQUE,January-25,January-25
10218,DXB,DXB1775,Class A,EXTERNAL ALARMS,EXTERNAL ALARMS - OTHERS,"AWL ALARM FOUND NOT CONFIGURED,NOW CONFIGURED",Jagdish Kamboj,MINOR,13/01/2025,13/01/2025,Closed,CLOSED_UNIQUE,January-25,January-25
122803,DXB,DXB1775,Class A,EXTERNAL ALARMS,NOT WORKING,outdoor Awl alarm cable not working need to replace,Muhammad Altaf Qureshi,MAJOR,16/07/2026,21/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
24928,DXB,DXB1775,Class A,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,FACP IN BATTERIES NEED TO REPLACED(12V2.3AH/20HR),Jagdish Kamboj,MAJOR,26/04/2025,29/04/2025,Closed,CLOSED_UNIQUE,April-25,April-25
24927,DXB,DXB1775,Class A,FIRE SYSTEMS,FIRE SOUNDER FAULTY,FIRE SOUNDER FOUND HANGING & BROKEN BUT WORKING PROPPERLY,Jagdish Kamboj,MAJOR,26/04/2025,29/04/2025,Closed,CLOSED_UNIQUE,April-25,April-25
24926,DXB,DXB1775,Class A,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,FE SAFTY SEAL FIXED,Jagdish Kamboj,MINOR,26/04/2025,26/04/2025,Closed,CLOSED_UNIQUE,April-25,April-25
57663,DXB,DXB1775,Class A,MDB,MDB - OTHERS,OUTDOOR MDB COVER FOUND OUTSIDE - FIXED,Mohandass Paulraj,MINOR,12/09/2025,12/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
100491,DXB,DXB1775,Class A,MDB,MDB - OTHERS,MDB RUSTY CLEARED,Mohandass Paulraj,MINOR,15/04/2026,15/04/2026,Closed,CLOSED_UNIQUE,April-26,April-26
122806,DXB,DXB1775,Class A,MDB,MDB - OTHERS,herbs and garbage removed from yard,Muhammad Altaf Qureshi,MINOR,16/07/2026,16/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
129106,DXB,DXB1775,Class A,OTHERS,PLANTATION,"NEAR BY BOUNDARY WALL SHARBS,TREES NEED TO BE CUT",Jagdish Kumar Veer Chand,MINOR,07/08/2026,,Open,KEEP_OPEN,August-26,
38287,DXB,DXB1775,Class A,SECURITY,PADLOCK BROKEN,SHELTER PADLOCK HOOK FOUND CUT 3195 LOCK ALSO BROKEN [NO LOCK FOR SHELTER],Sachin George Varghese,MAJOR,03/07/2025,13/09/2025,Closed,CLOSED_UNIQUE,July-25,September-25
24930,DXB,DXB1775,Class A,SHELTER,EXTERNAL LIGHTING BULB FAULTY,"MINI SHED OUTDOOR IN TUBELIGHT NOT WORKING NEED TO REPLACED, NO HAVE SPARE",Jagdish Kamboj,MINOR,26/04/2025,29/04/2025,Closed,CLOSED_UNIQUE,April-25,April-25
57664,DXB,DXB1775,Class A,SHELTER,INTERNAL LIGHTING BULB FAULTY,1 INTERNAL BULB FAULTY(HOLDER BROKEN NEED TO CHANGE FULL SET) COVERS MORE DIERTY CLEAERED,Mohandass Paulraj,MINOR,12/09/2025,12/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
122804,DXB,DXB1775,Class A,SHELTER,SITE ID DAMAGED,fe sticker installed,Muhammad Altaf Qureshi,MINOR,16/07/2026,16/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
129103,DXB,DXB1775-2,Class A,AIR CONDITIONING,AIR CONDITIONING - OTHERS,"ACU1 FOUND DIRECT SUPPLY FROM MDB, ISOLTOR FOUND BY PASS",Jagdish Kumar Veer Chand,MINOR,07/08/2026,29/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
117642,DXB,DXB1776,Class C,AIR CONDITIONING,AC GAS REFILLING,"ACU 1 IN GAS FOUND LOW THAT'S WHY COMPRESSOR NOT WORKING, DURING PM REFILLED GAS",Jagdish Kumar Veer Chand,MINOR,29/06/2026,29/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
117641,DXB,DXB1776,Class C,AIR CONDITIONING,OUTDOOR AC CONDENSER MOTOR FAULTY,BOTH ACU IN CONDENSOR FOUND DAMEGED,Jagdish Kumar Veer Chand,MAJOR,29/06/2026,,Open,KEEP_OPEN,June-26,
117640,DXB,DXB1776,Class C,OTHERS,OTHERS,THERMOSTATE INSTALLED AT SITE DURING PM,Jagdish Kumar Veer Chand,MINOR,29/06/2026,29/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
110082,DXB,DXB1777,Class C,CIVIL,SHELTER ROOF REPAIR,SHELTER RUSTY NEED TO CLEAR,Mohandass Paulraj,MINOR,01/06/2026,,Open,KEEP_OPEN,June-26,
51794,DXB,DXB1777,Class C,MDB,MDB - OTHERS,B PHASE INDICATOR NOT WORKING REPLACED,Sachin George Varghese,MINOR,21/08/2025,21/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
51792,DXB,DXB1777,Class C,OTHERS,GARBAGE,GARBAGR & DRY LEAVES NEAR TO DU SHELTER REMOVED AWAY FROM SHELTER (Etisalat ID DXB2186),Sachin George Varghese,MINOR,21/08/2025,01/06/2026,Closed,CLOSED_UNIQUE,August-25,June-26
51791,DXB,DXB1777,Class C,OTHERS,PLANTATION,OUTSIDE TREE BRANCHES HANGING UPSIDE SHELTER NEED CUTTED (ETC LEADING),Sachin George Varghese,MINOR,21/08/2025,01/06/2026,Closed,CLOSED_UNIQUE,August-25,June-26
51793,DXB,DXB1777,Class C,SHELTER,SITE ID DAMAGED,DU STICKER ON SHELTER REPLACED,Sachin George Varghese,MINOR,21/08/2025,21/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
120587,DXB,DXB1778,Class C,AIR CONDITIONING,AC CONTACTOR FAULTY,2POLE 24VAC CONTECTOR FOUND FAULTY IN AC1 NOW CHANGED,Nitin Kumar Kanwar Pal Singh,MINOR,08/07/2026,08/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
120590,DXB,DXB1778,Class C,AIR CONDITIONING,AC FILTER REPLACED,LIEBERT 5TON AC1 AIR FILETR NEEDS TO CHANGE,Nitin Kumar Kanwar Pal Singh,MINOR,08/07/2026,17/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
28936,DXB,DXB1778,Class C,AIR CONDITIONING,AC GAS REFILLING,"OGENERAL SPLIT AC FOUND LOW GAS,REFILLED",Vishnumon Thyagarajan,MINOR,21/05/2025,21/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
120595,DXB,DXB1778,Class C,CIVIL,BOUNDARY WALL DAMAGED,BOUNDARY WALLS NEED TO REPAIR / REPAINT,Nitin Kumar Kanwar Pal Singh,MINOR,08/07/2026,,Open,KEEP_OPEN,July-26,
120596,DXB,DXB1778,Class C,CIVIL,GUIDE WIRE DAMAGED,BARBARED WIRES NEED TO REPAIR,Nitin Kumar Kanwar Pal Singh,MINOR,08/07/2026,,Open,KEEP_OPEN,July-26,
120591,DXB,DXB1778,Class C,CIVIL,SHELTER ROOF REPAIR,SHELTER NEEDS WATER PROOFING WATER LEAKAGE SIGNS INSIDE THE SHELTER,Nitin Kumar Kanwar Pal Singh,MINOR,08/07/2026,,Open,KEEP_OPEN,July-26,
120594,DXB,DXB1778,Class C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,TOWER BASE NEEDS TO BE REPAIR FOUND DAMAGED,Nitin Kumar Kanwar Pal Singh,MINOR,08/07/2026,,Open,KEEP_OPEN,July-26,
120593,DXB,DXB1778,Class C,EXTERNAL ALARMS,NOT WORKING,ALARMS NEED TO SHIFT IN 3G/ LTE / SIMULATED NEED TO CONFIRM BY NOC,Nitin Kumar Kanwar Pal Singh,MINOR,08/07/2026,17/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
120586,DXB,DXB1778,Class C,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,BATT. FOUND FAULTY IN GENT FIRE PANEL NOW CHANGED,Nitin Kumar Kanwar Pal Singh,MINOR,08/07/2026,08/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
28935,DXB,DXB1778,Class C,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,FE STICKER REPLACED,Vishnumon Thyagarajan,MINOR,21/05/2025,21/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
120588,DXB,DXB1778,Class C,OTHERS,GARBAGE,GARBAGE & PLANTS REMOVED,Nitin Kumar Kanwar Pal Singh,MINOR,08/07/2026,08/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
73881,DXB,DXB1778,Class C,SHELTER,SHELTER - OTHERS,ROXTAC CLOSED WITH FOAM SPRAY,Mohammad Noman,MINOR,11/11/2025,11/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
120589,DXB,DXB1778,Class C,SHELTER,SITE ID DAMAGED,DU STICKER CHANGED ON MAIN GATE,Nitin Kumar Kanwar Pal Singh,MINOR,08/07/2026,08/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
124834,DXB,DXB1779,Class C,BATTERY,TEMPERATURE SENSOR,BATTERY TEMP SENSOR NEED TO INSTALL IN IB2 T1(STOCK NOT AVAILABLE),Vishnumon Thyagarajan,MAJOR,22/07/2026,,Open,KEEP_OPEN,July-26,
124833,DXB,DXB1779,Class C,CIVIL,BOUNDARY WALL PAINT WORK,BOUNDARY WALL HAVE MINOR PAINT DAMAGE,Vishnumon Thyagarajan,MINOR,22/07/2026,,Open,KEEP_OPEN,July-26,
124831,DXB,DXB1779,Class C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,SITE FOUNDATION AND MONOPOLE FOUNDATION NEED TO  REPAINT,Vishnumon Thyagarajan,MINOR,22/07/2026,,Open,KEEP_OPEN,July-26,
27035,DXB,DXB1779,Class C,DC SYSTEM,AIR FILTER DAMAGED,VERTIV PS IN AIR FILTERHAS CLEANED,Jagdish Kumar Veer Chand,MINOR,10/05/2025,10/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
124832,DXB,DXB1779,Class C,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,FE STICKER REPLACED,Vishnumon Thyagarajan,MINOR,22/07/2026,22/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
27037,DXB,DXB1779,Class C,OTHERS,OTHERS,SAR-X FILTER HAS CLEANED,Jagdish Kumar Veer Chand,MINOR,10/05/2025,10/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
4933,DXB,DXB1779,Class C,OTHERS,PLANTATION,Nearby tree branches need to cut,Suneesh Suresh,MINOR,22/10/2024,18/12/2025,Closed,CLOSED_UNIQUE,October-24,December-25
57246,DXB,DXB1780,Class C,AIR CONDITIONING,AC COMPRESSOR  FAULTY,AC-1 CONDENSOR FOUND DAMAGED,Harish Mutyala,MAJOR,11/09/2025,07/11/2025,Closed,CLOSED_UNIQUE,September-25,November-25
117389,DXB,DXB1780,Class C,AIR CONDITIONING,AC FILTER REPLACED,LIEBERT 3TON BOTH ACS AIR FILTERS CHANGED,Nitin Kumar Kanwar Pal Singh,MINOR,27/06/2026,27/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
57242,DXB,DXB1780,Class C,AIR CONDITIONING,ALARM ISSUE,TEMPERATURE SENSOR NOT WORKING,Harish Mutyala,MINOR,11/09/2025,07/11/2025,Closed,CLOSED_UNIQUE,September-25,November-25
117393,DXB,DXB1780,Class C,CIVIL,SHELTER BASE NEEDS REPAIRING,SHELTER BASE AND CABLE LADDER BASE DAMAGED NEED TO REPAIR,Nitin Kumar Kanwar Pal Singh,MINOR,27/06/2026,,Open,KEEP_OPEN,June-26,
117396,DXB,DXB1780,Class C,CIVIL,SHELTER ROOF WATERPROOFING,WATER LEAKAGE SIGNS INSIDE THE SHELTER NEED TO REPAIR (ON RIGHT WALL),Nitin Kumar Kanwar Pal Singh,MINOR,27/06/2026,,Open,KEEP_OPEN,June-26,
117400,DXB,DXB1780,Class C,DC SYSTEM,CONTROL PANEL DISPLAY FAULTY,IB2T1 NOT WORKING DUE TO VERTIV PS CARD PROBLEM NEED TO BE CHECK (FOR NOT TEMP. COPM. CONFIG. IN SYSTEM T1 PORT),Nitin Kumar Kanwar Pal Singh,MAJOR,27/06/2026,,Open,KEEP_OPEN,June-26,
117399,DXB,DXB1780,Class C,EXTERNAL ALARMS,NOT WORKING,POWER SYSTEM ALARMS ARE NOT WORKING DUE TO ISSUE IN VERTIV PS CONTROL PANEL AND HIGHT TEMP. ALARM ALSO NOT WORKING ABB PANEL NEEDS TO BE CHECK TEMP. INCREASE UPTO 44*C,Nitin Kumar Kanwar Pal Singh,MINOR,27/06/2026,23/07/2026,Closed,CLOSED_UNIQUE,June-26,July-26
117401,DXB,DXB1780,Class C,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,2NOS FACP BATT. FOUND FAULTY IN GENT FIRE PANEL NOW CHANGED,Nitin Kumar Kanwar Pal Singh,MINOR,27/06/2026,27/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
19636,DXB,DXB1780,Class C,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,FE STICKER REPLACED,Manoj Kumar,MINOR,20/03/2025,20/03/2025,Closed,CLOSED_UNIQUE,March-25,March-25
117390,DXB,DXB1780,Class C,OTHERS,PLANTATION,PLANTS AND GARBAGES REMOVED SUROUNDINGS THE SHELTER ( ETC LEADING),Nitin Kumar Kanwar Pal Singh,MINOR,27/06/2026,27/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
117395,DXB,DXB1780,Class C,SHELTER,INTERNAL LIGHTING BULB FAULTY,1NOS INTERNAL TUBE LIGHT COVER FOUND BROKEN,Nitin Kumar Kanwar Pal Singh,MINOR,27/06/2026,,Open,KEEP_OPEN,June-26,
107894,DXB,DXB1782,Class C,MDB,MDB - OTHERS,Hazard sticker installed on MDB ,Naseef Abdulrahman,MINOR,16/05/2026,16/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
87011,DXB,DXB1784,Class C,AIR CONDITIONING,AIR CONDITIONING - OTHERS,"ACU-1 IN INSULATION SHEET FOUND NOT PROPPER FIXED,DURING PM FIXED PROPPERLY WITH BISKON KIT(GLOW)",Jagdish Kumar Veer Chand,MINOR,14/01/2026,14/01/2026,Closed,CLOSED_UNIQUE,January-26,January-26
130167,DXB,DXB1784,Class C,AIR CONDITIONING,AIR CONDITIONING - OTHERS,BOTH ACS COMREPRESSORS REPAINTED BY BLACK PAINT,Nitin Kumar Kanwar Pal Singh,MINOR,11/08/2026,11/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
87012,DXB,DXB1784,Class C,AIR CONDITIONING,INDOOR AC BLOWER MOTOR FAULTY,ACU-1 IN BLOWER MOTER NEED TO CHECK FOUND SOUND ABNORMAL & OIL LEAKEGE SIGN.,Jagdish Kumar Veer Chand,MAJOR,14/01/2026,28/01/2026,Closed,CLOSED_UNIQUE,January-26,January-26
130165,DXB,DXB1784,Class C,CIVIL,BOUNDARY WALL DAMAGED,SAFETY FENCES BASES NEED TO REPAIR,Nitin Kumar Kanwar Pal Singh,MINOR,11/08/2026,,Open,KEEP_OPEN,August-26,
130164,DXB,DXB1784,Class C,CIVIL,BOUNDARY WALL PAINT WORK,SITE SAFETY FENCES NEED TO REPAINT,Nitin Kumar Kanwar Pal Singh,MINOR,11/08/2026,,Open,KEEP_OPEN,August-26,
41365,DXB,DXB1784,Class C,CIVIL,MAIN GATE FOUNDATION AND STOPPER NEED REPAIRING,MAIN GATE MIS ALIGNMENT AND BASEMENTS DAMAGED,Mohandass Paulraj,MAJOR,14/07/2025,13/01/2026,Closed,CLOSED_UNIQUE,July-25,January-26
130156,DXB,DXB1784,Class C,CIVIL,SHELTER PADLOCK HOOK IS CUT,SHELTER LOCK HING FOUND CUT,Nitin Kumar Kanwar Pal Singh,MAJOR,11/08/2026,,Open,KEEP_OPEN,August-26,
130158,DXB,DXB1784,Class C,CIVIL,SHELTER ROOF REPAIR,SHELTER ROOF RUSTY AND DAMAGED NEEDS TO BE REPAIR,Nitin Kumar Kanwar Pal Singh,MINOR,11/08/2026,,Open,KEEP_OPEN,August-26,
130159,DXB,DXB1784,Class C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,TOWER FOUNDATION PAINT IS EXFOLIATED,Nitin Kumar Kanwar Pal Singh,MINOR,11/08/2026,,Open,KEEP_OPEN,August-26,
41364,DXB,DXB1784,Class C,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,1.2AH -2 FACP BATTERY FOUND FAULTY - REPLACED,Mohandass Paulraj,MINOR,14/07/2025,14/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
130166,DXB,DXB1784,Class C,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,FE STICKER CHANGED,Nitin Kumar Kanwar Pal Singh,MINOR,11/08/2026,11/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
130162,DXB,DXB1784,Class C,OTHERS,GARBAGE,GARBAGE REMOVED,Nitin Kumar Kanwar Pal Singh,MINOR,11/08/2026,11/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
130157,DXB,DXB1784,Class C,SECURITY,PADLOCK BROKEN,SHELTER PADLOCK DAMAGED NEEDS TO BE CHANGE,Nitin Kumar Kanwar Pal Singh,MINOR,11/08/2026,,Open,KEEP_OPEN,August-26,
130168,DXB,DXB1784,Class C,SHELTER,SITE ID DAMAGED,DU STICKER CHANGED ON MAIN GATE,Nitin Kumar Kanwar Pal Singh,MINOR,11/08/2026,11/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
61538,DXB,DXB1785,Class C,AIR CONDITIONING,AC FILTER REPLACED,AC1&AC2 FILTERS FOUND FAULTYA AND REPLACED,Harish Mutyala,MINOR,24/09/2025,24/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
61539,DXB,DXB1785,Class C,AIR CONDITIONING,AC LEAKAGE,"AC2 LOW PRESSURE VLOVE FOUND LEAKAGE,NEED TO FIX",Harish Mutyala,MAJOR,24/09/2025,29/10/2025,Closed,CLOSED_UNIQUE,September-25,October-25
61541,DXB,DXB1785,Class C,CIVIL,CIVIL - OTHERS,ROXTEC HOLES CLOSED WITH FOAM SPRAY,Harish Mutyala,MINOR,24/09/2025,24/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
34444,DXB,DXB1787,Class A,AIR CONDITIONING,AC FILTER REPLACED,"BARD 3T AC1 AND AC2 FILTER DAMAGE, NEED TO REPLACE NO SHPARE WH",Mohandass Paulraj,MINOR,16/06/2025,09/07/2025,Closed,CLOSED_UNIQUE,June-25,July-25
34445,DXB,DXB1787,Class A,AIR CONDITIONING,AC UNIT BACK COVER INSULATION,AC1 & AC2 UNIT BACK COVER INSULATION FIXED,Mohandass Paulraj,MINOR,16/06/2025,16/06/2025,Closed,CLOSED_UNIQUE,June-25,June-25
82138,DXB,DXB1787,Class A,AIR CONDITIONING,AIR CONDITIONING - OTHERS,THERMOSTAT SWITCH INSTALLED  WORKING FINE,Mohandass Paulraj,MINOR,16/12/2025,16/12/2025,Closed,CLOSED_UNIQUE,December-25,December-25
93798,DXB,DXB1787,Class A,AIR CONDITIONING,AIR CONDITIONING - OTHERS,"ACU2 OUDOOR UNIT IN SIDE GRILL FOUND DAMEGED,DURING PM REPLACED",Jagdish Kumar Veer Chand,MINOR,16/02/2026,16/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
59073,DXB,DXB1787,Class A,AIR CONDITIONING,OUTDOOR AC CONDENSER MOTOR FAULTY,"AC AND AC2 BLOWER MOTOR HAVING BARING PLAY AND OIL LEAK, AC1 OUTDOOR FAN MOTOR ALSO HAVE THE BARING PLAY",Vishnumon Thyagarajan,MAJOR,16/09/2025,17/10/2025,Closed,CLOSED_UNIQUE,September-25,October-25
